text,label
"Sức mạnh của dư luận Thế là cũng gần giống như cựu tổng thư ký LĐBĐ VN khóa IV Phạm Ngọc Viễn, ông Lê Thế Thọ cũng phải từ chức vì không chịu nổi áp lực của dư luận.
Cái khác nhau ở hai vị quan chức của VFF là ông Viễn vì phải chịu trách nhiệm do làm tổn thất tiền bạc trong vụ Letard, còn ông Thọ vì thiếu trách nhiệm đã làm tổn hại đến uy tín của bóng đá VN.
Văn hóa từ chức ở nước ta còn mỏng lắm. Hình như họ ngại rời chiếc ghế cao luôn kèm theo với những đặc quyền đặc lợi? Nhưng với 2 vị quan chức phải từ chức, cho thấy dù sao ở một tổ chức xã hội như VFF vẫn còn có lòng tự trọng, dù lòng tự trọng ấy có được là nhờ dư luận tiếp sức.
Điều quan trọng, theo chúng tôi là dư luận trong những ngày qua sau khi có thông tin về một số tuyển thủ U23 bán độ đã được phản hồi tích cực. Có nghĩa là dư luận đã thực sự có sức mạnh. Chính Bộ trưởng - Chủ nhiệm Ủy ban TDTT Nguyễn Danh Thái cũng không thể bất chấp dư luận, ông đã chủ động điện thoại trực tiếp đến báo chí để giải tỏa dư luận theo chiều hướng tích cực: Tiếp thu ý kiến của dư luận..., để từ đó ông chỉ đạo phải kiểm điểm Thường trực LĐBĐ VN và các cá nhân liên quan.
Trở lại vấn đề từ chức của ông Thọ. Đây là một điển hình của việc xem thường dư luận, bởi ông Thọ từng phát biểu thiếu cẩn trọng, hớ hênh, tỉ như ông từng nói đại ý, trong làng bóng đá cả nước, ai cũng là học trò ông... Xét cho cùng sự ra đi của ông Thọ là logic, bởi ông là con người với tư duy cũ, con người của bóng đá thời bao cấp, thụ động, không phù hợp với tinh thần, xu hướng của bóng đá hiện đại. Ông Thọ đã từng làm tổng thư ký lâm thời của VFF (1978 – 1989), tổng thư ký khóa 1 (1989 – 1993). Nhiệm kỳ 3 của VFF (1997 – 2001) ông giữ chức phó chủ tịch, rồi quay trở lại chức vụ này ở nhiệm kỳ 5. Từng ấy năm, chắc ông Thọ đã làm hết sức mình (?), nhưng cũng từng ấy năm bóng đá VN tiến đến đâu thì ai cũng thấy! Ông Thọ từ chức, cũng có thể xem là cái mốc để bóng đá VN dứt khoát giã từ kiểu làm bóng đá bao cấp, đi theo lối mòn, thiếu hiệu quả. Chúng ta cứ đi luẩn quẩn trên con đường mòn ấy thì làm sao mơ ước vượt qua Thái Lan? Hãy chọn con đường khác, con đường chuyên nghiệp, con đường mà cũng đã bắt đầu được mở ra bởi bầu Thắng (ĐTLA), bầu Đức (HAGL).",Thể thao
"Tôi muốn biết những kẻ lôi kéo Văn Quyến, Quốc Vượng NSƯT Bảo Quốc (x) và các cổ động viên VN tại trận VN gặp U23 Malaysia ở SEA Games 23 - Ảnh: C.T.V NSƯT Bảo Quốc là một cổ động viên (CĐV) gắn bó với đội tuyển bóng đá VN từ nhiều năm qua. Từ năm 1995 đến nay, anh luôn tổ chức các nhóm CĐV theo sát đội tuyển bóng đá tham dự các trận đấu chung kết qua các mùa giải SEA Games tại: Thái Lan, Malaysia, Philippines...
Nhắc đến dư luận trong thời gian qua về vụ án một số cầu thủ bán độ tại SEA Games 23, NSƯT Bảo Quốc buồn bã tâm sự với phóng viên Báo Người Lao Động:
Tôi không tin vào sự thật này. Khi báo chí mới cho là nghi án, tôi đã cầu mong những điều đó không là sự thật. Tôi nghĩ dù sao các cầu thủ của chúng ta đã chơi hết mình tại SEA Games 23 và hơn ai hết họ phải biết giá trị thiêng liêng màu cờ sắc áo của dân tộc. Thế mà một số người đã phản lại lòng tin của các fan sân cỏ. Cụ thể là chúng tôi - 60 người trong đội CĐV gồm các doanh nghiệp, nghệ sĩ yêu thích thể thao đã bỏ hết tất cả công việc để sang Philippines ủng hộ họ. Chưa kể ở quê nhà, hàng triệu con tim xuống đường để cổ vũ, reo hò mỗi khi họ chiến thắng. Niềm tin của chúng tôi là SEA Games 23, chúng ta đã có một đội tuyển tiếp nối một thế hệ vàng của bóng đá VN và đây là cơ hội duy nhất để chúng ta cùng hưởng niềm vui chung: Đón nhận chiếc HCV. Khi đội tuyển VN chiến thắng Malaysia 2-1 ở bán kết, tất cả chúng tôi đều xúc động. Tôi đã bật khóc vì nhớ đến lời hứa của Công Vinh. Chiều hôm đó, trước trận đấu tôi đã nói với Vinh: Con phải tặng cho bố và hàng triệu khán giả VN một bàn thắng vào lưới Malaysia nhé!. Công Vinh đã giữ lời hứa.
Chúng tôi đã may một lá cờ rộng 60 m2 mang sang Philippines để cổ vũ đội tuyển. Trong suốt các trận đấu, để có chỗ trải lá cờ này chúng tôi phải đứng suốt trận. Vậy mà...
Khi nghe tin Văn Quyến và Quốc Vượng bị tạm giam, tôi rất buồn. Nỗi buồn xuất phát từ suy nghĩ: Chúng ta thua vì yếu kém chuyên môn hoặc yếu sức còn có thể chấp nhận. Đằng này thua vì kém ý thức đạo đức. Một số tuyển thủ đã phản bội lại lòng tin yêu của công chúng. Tôi biểu dương Tài Em và Tấn Tài, họ vẫn còn là niềm tin yêu của hàng triệu khán giả yêu bóng đá. Có dư luận cho rằng LĐBĐ của chúng ta trả lương cầu thủ còn ít, nên họ phải tính chuyện làm tiêu cực. Tôi cho rằng không thể nghĩ như thế, vì đất nước chúng ta còn nghèo. Trong thời gian qua, một số tuyển thủ kiếm tiền quá dễ, điều đó đã khiến họ chủ quan, sa ngã vào con đường bán độ để có tiền tiêu. Tôi cho rằng trình độ văn hóa của cầu thủ rất quan trọng, mà chúng ta lại chưa chú ý đến yếu tố này. Tuy rất buồn nhưng tôi lại có cái nhìn nhân ái đối với lỗi lầm của họ, dù họ đã tạo ra xì-căng-đan động trời! Họ đã đánh mất chính tương lai của mình chỉ vì vài chục triệu đồng. Sai lầm đó sẽ theo họ suốt cuộc đời mỗi khi họ bước ra sân cỏ. Cũng giống như nghệ sĩ chúng tôi, khi quên tuồng nói nhầm hoặc ca trật nhịp, khán giả cười nhưng không ai đứng dậy bỏ rạp ra về. Người hâm mộ sân cỏ cũng thế, vẫn tin rằng nếu Văn Quyến, Quốc Vượng biết sửa sai, biết hối lỗi thực sự thì sau khi được giáo dục, uốn nắn, vòng tay khán giả vẫn chờ đợi những bước chân của họ. Bài học trong sạch hóa bóng đá của chúng ta sẽ được khắc ghi cho những đội tuyển trong tương lai. Tôi chợt nhớ lời của chú Sáu Võ Văn Kiệt (nguyên Thủ tướng Chính phủ), phải trị từ những người đứng đầu. Bóng đá và thể thao VN muốn chiến thắng phải loại bỏ những cái đầu hư hỏng, tiêu cực và căn bệnh quan liêu. Tôi muốn được đọc trên báo danh sách những kẻ móc ngoặc, lôi kéo với Văn Quyến, Quốc Vượng bán độ. Chính những kẻ đó mới là cội nguồn gây ra tội lỗi. Hãy mở lòng với các cầu thủ còn trẻ người non dạ của chúng ta.",Thể thao
"Quốc Vượng và Văn Quyến vẫn dự Cúp Quốc gia 2006!? (NLĐ) - Chiều 26-12, trước khi vào Huế tham dự Cúp Quốc gia 2006, lãnh đạo CLB Pjico SLNA đã gút lại danh sách cầu thủ, lãnh đạo đội tham dự giải đấu này. Theo đó, Pjico SLNA có cả thảy 37 người, do ông Ngô Xuân Thọ - giám đốc điều hành CLB - làm trưởng đoàn, cựu tuyển thủ Nguyễn Hữu Thắng là HLV trưởng.
Đáng ngạc nhiên, trong số 30 cầu thủ vẫn có tên Lê Quốc Vượng và Phạm Văn Quyến-hai bị can trong vụ án đánh bạc và tổ chức đánh bạc vừa bị khởi tố. Trước đó, chiều 24-12, CLB Pjico SLNA cũng đã tổ chức cuộc gặp mặt phụ huynh các cầu thủ, nhưng ông Lê Văn Quang-bố Quốc Vượng-một cựu cầu thủ SLNA, không được mời tham dự. Tại cuộc họp này, ban huấn luyện CLB đã loại cầu thủ Lê Quốc Tuấn - em trai của Quốc Vượng - ra khỏi đội I.",Thể thao
"World Cup khắp mọi nơi Nhân hội thảo Tầm nhìn bóng đá  vừa diễn ra tại Đức, để minh họa cho tính hiệu quả trong công tác tuyên truyền về vòng chung kết World Cup 2006, nước chủ nhà đã có sáng kiến đưa cúp thế giới vào nhà... vệ sinh.Với những chiếc bồn bên trong mô phỏng khung thành, quả bóng và cầu môn, dường như ban tổ chức World Cup 2006 muốn người dân Đức luôn nhớ đến giải đấu họ sắp làm chủ nhà.",Thể thao
"Chuyên nghiệp nửa vời Đội Gạch Đồng Tâm Long An trong ngày đăng quang. Ảnh: Q. Liêm V-League 2005 đã khép lại sau 132 trận đấu kéo dài suốt gần 7 tháng. Nhưng qua đến mùa giải thử nghiệm bóng đá chuyên nghiệp lần thứ 5, tính chuyên nghiệp ấy vẫn còn khá chắp vá, nửa vời
Giải kết thúc với chức vô địch thuộc về các cầu thủ Gạch Đồng Tâm Long An (GĐTLA) là một phần thưởng xứng đáng cho họ -đội duy nhất chơi sạch sẽ ở mùa bóng này. Bằng sự đầu tư căn cơ, chuyên nghiệp và phong cách sạch, đội bóng của nhà doanh nghiệp Võ Quốc Thắng đã từng bước thể hiện sức mạnh, đẳng cấp của mình trong bản đồ bóng đá VN. Việc Delta Đồng Tháp phải ngậm ngùi xuống chơi ở giải hạng nhất cũng là một kết cục hợp lý so với tiềm lực tài chính, sự đầu tư nặng tính bao cấp của đội bóng vùng ĐBSCL trong môi trường cạnh tranh khốc liệt. Sự kiện LG.HN.ACB phải tranh play-off là tấn bi kịch của một đội bóng vốn thừa tiềm năng, nhưng lại thiếu tính chuyên nghiệp trong quản lý, điều hành và tổ chức nhân sự.
Xương sống đội bóng: cầu thủ ngoại
Qua 5 năm thử nghiệm mô hình bóng đá chuyên nghiệp, sân cỏ nước nhà tràn ngập cầu thủ ngoại và ngày càng có chất lượng hơn. Họ là xương sống của các đội bóng, làm cho chất lượng chuyên môn của các trận đấu tăng cao một cách rõ rệt. Điều đó làm cho sân chơi V-League 2005 không còn là nơi độc diễn của những đội bóng thực sự nổi trội như HAGL của mùa giải 2003 và 2004, tính cạnh tranh của từng vòng đấu đã gia tăng một cách rõ rệt. Nhiều đội thay phiên nhau đứng đầu bảng xếp hạng và thậm chí có lúc TMNCSG, đội suýt phải tranh vé vớt, đã chễm chệ trên ngôi đầu bảng. Điều đó cũng phần nào cho thấy trình độ giữa các đội bóng không có sự chênh lệch đáng kể. Chính những yếu tố đó đã tạo ra một số trận cầu hấp dẫn và lôi kéo khán giả đến sân. Theo thống kê, đã có 1.165.700 lượt khán giả đến sân theo dõi các trận đấu tại V-League, trung bình 8.831 người/ trận.
Một dấu hiệu tích cực nữa tại V-League 2005 là việc các doanh nghiệp chú ý chọn môi trường bóng đá để đầu tư - điều mà khó có thể tìm được ở những năm đầu bóng đá VN chập chững bước vào chuyên nghiệp. Tuy nhiên, sự kết hợp đó vẫn chưa chuyên nghiệp khi mô hình CLB gần như chỉ là hình thức, khi vẫn còn có sự can thiệp quá sâu của cơ quan quản lý Nhà nước ở một số CLB.
Nỗi lo cầu thủ nội
V-League 2005 cũng để lại không ít nỗi lo cho người hâm mộ lẫn giới chuyên môn về chất lượng cầu thủ nội. Các tiền đạo lê dương làm mưa làm gió trên sân cỏ VN và lấn át hẳn các chân sút nội khi ghi tổng cộng 190 bàn trong 340 bàn thắng tại V-League 2005. Ngọc Linh (SĐNĐ) - cầu thủ nội ghi nhiều bàn thắng nhất - cũng chỉ được vỏn vẹn 9 bàn, kém vua phá lưới Kesley Alves tới 12 bàn! Ngọc Linh cũng là một trong số hiếm hoi các cầu thủ nội tỏa sáng qua V-League mùa này.
Tiêu cực vẫn là căn bệnh trầm kha
Trọng tài Lê Văn Tú tạo ra quyết định khó hiểu ở vòng đấu cuối khi cho Hoa Lâm Bình Định được hưởng phạt đền nhưng rồi lại hủy. Ảnh: T.T
Không xuất hiện những sự cố nổi cộm như các mùa giải trước, nhưng V-League 2005 cũng để lại nhiều vấn đề nhức nhối về công tác trọng tài, những nghi vấn về nạn dàn xếp tỉ số, đi đêm giữa các đội bóng. Dù ban tổ chức giải đã nỗ lực củng cố đội ngũ trọng tài, thậm chí có nhiều hình thức xử lý những vua sân cỏ sai phạm, nhưng gần như không đủ tầm để răn đe đội ngũ này và các sự cố trọng tài vẫn là câu chuyện dài chưa có hồi kết.
560 thẻ vàng (4,24 thẻ/ trận) và 12 thẻ đỏ trong 132 trận đấu vừa qua là một tỉ lệ khá cao. Bạo lực sân cỏ lẫn cảnh bạo lực trên không ít các khán đài đã phần nào làm vẩn đục bầu không khí bóng đá. Thế nhưng, cách giải quyết của ban tổ chức chỉ phần lớn là những động thái giơ cao đánh khẽ. Ngay cả với không ít những nghi vấn bắt tay, dàn xếp tỉ số ở các trận đấu nhạy cảm, cách giải quyết của những người cầm cân nảy mực tại giải đấu cao nhất VN cũng chỉ dừng lại ở mức răn đe và kêu gọi... sự trung thực của các đội bóng! Tiêu cực vẫn là căn bệnh trầm kha của bóng đá VN, ngày càng tinh vi hơn, nguy hiểm hơn!
Bóng đá chuyên nghiệp cần có những con người chuyên nghiệp! Quan niệm ấy phải được xuyên suốt từ các cầu thủ, đến các CLB và cả LĐBĐ VN. Nhưng trên thực tế, qua đến mùa giải thử nghiệm bóng đá chuyên nghiệp lần thứ 5 này, tính chuyên nghiệp ấy vẫn còn khá chắp vá, nửa vời...
GÓC NHÌN
Vẫn bao cấp!
V-League 2005 khép lại bằng vòng đấu nối mạng cuối cùng. Các báo rút tít: Vòng đấu bi hài, Đá mãi không vào, Cùng vui, Thua vẫn cười, Anh em ta cùng trụ hạng... cho thấy đó là những trận đấu ma ma phật phật đến khôn lường. Chủ tịch LĐBĐ VN Nguyễn Trọng Hỷ phát biểu: Tôi như ngồi trên đống lửa. Nóng lắm, nguy cấp, thậm nguy cấp đến nỗi LĐBĐ VN chẳng biết làm gì, bởi bằng chứng đâu?.
Đó thực sự là bi kịch của bóng đá VN. Tiêu cực trong bóng đá ở đâu cũng có nhưng tiêu cực kiểu bóng đá VN là cá biệt, hiếm thấy. Có thể tìm thấy nguyên nhân, đó là tính bao cấp trong bóng đá chuyên nghiệp vẫn nặng. Hàng loạt các doanh nghiệp nhảy vào tài trợ cho bóng đá với tiền tỉ nhưng bóng dáng bao cấp vẫn đè nặng lên CLB. Thành tích (chỉ cần trụ hạng thôi) gắn liền với cái ghế của quan chức địa phương và chính sức mạnh của những chiếc ghế ấy mới làm nên những cuộc đi đêm, mà điển hình là xì-căng-đan ở giải hạng nhất giữa Khánh Hòa và Huế.
Qua 5 năm thử nghiệm bóng đá chuyên nghiệp, điểm mấu chốt nhất là các CLB hoạt động theo mô hình công ty, vẫn rất mờ nhạt. Vậy thì cứ nắm áo Nhà nước để chơi chuyên nghiệp!
Bảng xếp hạng chung cuộc của V-League cũng giả nốt, bởi nếu chơi thiệt GĐTLA chưa chắc đã vô địch. Ngôi vị đó có thể là ĐN, BD, PSLNA, SĐNĐ... Và chưa chắc LG. HN.ACB phải chơi play-off. Về lực lượng, gần như không có gương mặt nào được phát hiện, chỉ nổi lên... những chân sút ngoại!
12 đội chơi ở V-League, nếu tính giá bèo, mỗi đội chi 8 tỉ đồng cho một mùa bóng chuyên nghiệp, thì có gần 100 tỉ đồng đi toong! Lưu Vĩnh Hy.",Thể thao
"Khánh Hòa tranh chung kết với Đà Nẵng Đội Khánh Hòa tiến vững chắc trên đường bảo vệ ngôi vô địch khi giành chiến thắng 3 – 2 trước chủ nhà TPHCM trong trận bán kết 1 đầy sôi động diễn ra vào chiều qua, 12 – 8.
Hai đội thay phiên nhau dẫn bàn trước khi Lê Quốc Nhân của đội khách ghi bàn ấn định tỉ số ở phút cuối cùng. Ở trận bán kết 2, đội Đà Nẵng cũng đã xuất sắc giành quyền bước vào trận chung kết sau khi vượt qua Tuyên Quang 3 – 2 ở loạt đá luân lưu (hòa 3 – 3 ở hai hiệp chính). Trận chung kết sẽ diễn ra vào chiều nay, 13 – 8 (VTV3 dự kiến truyền hình trực tiếp lúc 15 giờ). Theo giới chuyên môn, dựa vào lối chơi năng động của 2 cầu thủ Lý Thú Đức (người ghi 2 bàn vào lưới TPHCM) và Trần Đình Kha, đội Khánh Hòa có phần vượt trội hơn về hiệu quả ghi bàn. Ngược lại, với thể lực đồng đều, Đà Nẵng cũng có cơ hội lên ngôi nếu tìm được đấu pháp hợp lý.",Thể thao
"U20 VN vào bán kết Thắng giòn giã Maldives 4-0 trong trận cuối cùng của vòng loại bảng B, đội tuyển bóng đá U20 VN giành một suất vào bán kết giải vô địch U20 Đông Nam Á, với 8 điểm sau 4 trận.Đối thủ của U20 VN nhiều khả năng là đội U20 Myanmar, đội toàn thắng trong 3 trận vòng loại ở bảng A và còn một trận chưa đấu với Indonesia. Do bảng A hôm nay, 13-8, mới kết thúc nên U20 VN có lợi thế hơn đối thủ ở bán kết 1 ngày nghỉ.",Thể thao
"Bi kịch của Michael Owen Owen trong ngày ra mắt tại Real Madrid Ở tuổi 25 và có thành tích ghi bàn ấn tượng, trung bình 1 bàn sau 149 phút, nhưng tiền đạo người Anh này vẫn chưa tìm được một CLB nào có thể cho anh thi đấu thường xuyên
Cho đến giờ, người Anh vẫn chưa hiểu chuyện gì đang xảy ra với Michael Owen, người hùng của họ kể từ vòng chung kết (VCK) World Cup 1998. Sau khi Real Madrid mua về 2 tiền đạo Brazil là Robinho và Baptista, danh thủ người Anh trở thành chân sút thứ 5 trong danh sách các tiền đạo của CLB hoàng gia Tây Ban Nha. Owen biết rằng anh đến lúc phải ra đi, tìm một CLB tạo điều kiện cho anh thi đấu thường xuyên để giữ phong độ trước thềm VCK World Cup 2006.
Thi đấu ít, ghi bàn nhiều
Trong mùa đầu tiên chơi cho Real, anh chỉ thi đấu có 26 trận, nhưng có đến 19 trận từ băng ghế dự bị. Điều đáng nói ở đây là dù thi đấu ít, nhưng Owen vẫn giữ được sự sắc sảo cần thiết của một tiền đạo hàng đầu, ghi được 16 bàn, tức 1 bàn/149 phút, một tỉ lệ khá ấn tượng. Mùa rồi, anh cũng ghi 6 bàn trong 10 trận khoác áo tuyển Anh và nâng số bàn thắng của anh trong màu áo tuyển quốc gia lên con số 32.
Nhưng những con số thống kê không đủ để Owen giành được một vị trí chính thức với Raul và Ronaldo. Nay thêm sự có mặt của thần đồng Robinho và cầu thủ đa năng Baptista, xem như tiền đạo người Anh này sẽ còn ngồi dự bị lâu hơn mùa trước, nếu anh tiếp tục ở lại.
Lối sống khép kín có thể là một nguyên nhân khiến Owen không được Real trọng dụng
Không ai giải cứu Owen
Do muốn vợ con được sống trong môi trường quen thuộc, Owen hướng về tổ quốc, nhưng không một CLB Anh nào chịu giải cứu anh. Cũng có vài thành viên trong ban lãnh đạo CLB cũ của Owen là Liverpool muốn mở cho anh lối thoát, nhưng HLV Tây Ban Nha R. Benitez bác bỏ. Ông này tuyên bố: Tôi đang cần một trung vệ, chứ không phải một trung phong. Hơn nữa, tôi cũng đang hạnh phúc với các tiền đạo có trong tay.
Thật ra, nếu Benitez không phát biểu, người ta cũng biết trước được quyết định của ông. Trước đây, nhà cầm quân người Tây Ban Nha đã không muốn giữ chân Owen thì nay, ông chắc hẳn đã chuẩn bị đủ lý do để chối từ anh, dù trong các tiền đạo của ông, chưa người nào ghi trung bình 20 bàn/mùa cho Liverpool như Owen ở 2 mùa bóng cuối cùng trước khi anh sang Real.
Như xát thêm muối vào vết thương của những người yêu mến Owen, các CLB lớn còn lại ở Anh như Manchester United, Chelsea, Arsenal cũng thông báo không quan tâm đến anh.
Sự lựa chọn của Owen chỉ còn lại Newcastle. Nhưng nếu đến đó, anh không được chơi ở đấu trường châu Âu vì CLB này thậm chí không giành được suất dự Cúp UEFA. Hơn nữa, nội bộ của họ quá bất ổn.
Chưa có câu trả lời
Owen phải thi đấu ít nhất 40 trận trong mùa tới, nếu không, anh khó giữ được vị trí chính thức trong đội tuyển Anh
Vậy là 5 CLB giàu có nhất nước Anh đã từ chối tiếp nhận một cầu thủ đang ở đỉnh cao phong độ, vẫn được người Anh yêu mến.
Tại sao lại như vậy ? Các chuyên gia và những nhà bình luận Anh đi tìm câu trả lời và cho đến giờ, họ vẫn chưa thống nhất với nhau.
Rob Hughes, một cây viết bóng đá tên tuổi của tờ International Herald Tribune và Sunday Times, cho rằng có 2 nguyên nhân: Một là lương, thưởng của Owen quá cao (4 triệu bảng Anh/năm), hai là anh không phải là mẫu tiền đạo đồng đội mà các HLV ngày nay ưa thích. Chuyên gia Kevin McCarra của tờ Guardian cho rằng lối chơi của Owen không còn mang tính bất ngờ, tính cống hiến kể từ sau bàn thắng tuyệt vời vào lưới Argentina ở World Cup 1998. Còn nhà báo James Lawton ở báo Independent nhận định: Owen không được Real ưa chuộng vì bản chất sống khép kín, bình lặng và thái độ... quá chuyên nghiệp của anh; cũng như Owen thiếu vài yếu tố để tô điểm cho thương hiệu Real Madrid....",Thể thao
"Dớp Quả bóng vàng! Quả bóng vàng châu Âu 1999 Rivaldo hiện khoác áo Olympiakos Nhìn tình cảnh đi chẳng được, ở cũng chẳng xong của Owen lúc này, ít ai nhớ đến giờ phút vinh quang cá nhân tột đỉnh khi Michael đoạt giải Quả bóng vàng (QBV) châu Âu – giải thưởng thuộc hàng uy tín nhất của bóng đá thế giới năm 2001.
Điều duy nhất Owen có thể tự an ủi: Anh chẳng phải là người duy nhất rơi vào thế oái oăm này! Hơn 10 năm qua, như có cái dớp QBV đeo đuổi những danh thủ đã bước lên được bục vinh quang của phần thưởng cao quý...
Câu chuyện xem như chính thức bắt đầu từ năm 1994 với Stoichkov. Vừa bay về từ Paris sau lễ nhận giải QBV đầu năm 1995, lập tức danh thủ Bulgaria này có ngay cuộc cãi lộn nảy lửa với HLV J. Cruyff. Mọi thứ nhanh chóng trở nên tồi tệ với tất cả: Stoichkov chơi ngày càng kém để rồi cuối cùng bị sa thải nhưng Barca vẫn rơi vào chu kỳ trắng tay. Điềm xấu QBV vẫn tiếp tục theo đuổi, lần này với một cầu thủ Barcelona khác: Rivaldo. Nhận QBV 1999, câu chuyện tái diễn cũng với huấn luyện viên Hà Lan: Van Gaal! Có lúc Rivaldo bị kỷ luật không được ra sân và cuối cùng phải rời Barca bằng cửa hậu đến AC Milan. Bây giờ anh lang thang ở Olympiakos, một đội bóng Hy Lạp không xứng tầm với anh.
Gần đây, chẳng ai xa lạ gì với Figo, QBV 2003 nhưng lúc này đã bị hắt hủi tại Real Madrid – chẳng khác Owen. Ngay cả người chiến thắng mới nhất Schevchenko cũng không thoát được điềm xui. Sheva nhận QBV 2004 để rồi đá hỏng quả phạt đền định mệnh, góp phần dâng Cúp C1 cho Liverpool. Liệu tất cả trường hợp trên có thể chỉ là trùng lặp ngẫu nhiên?
Người thích triết lý sẽ lập luận: Trụ lại ở đỉnh cao luôn khó hơn chuyện chiếm lĩnh. Người thích phân tích sẽ đưa ra nhiều lý do: Khách quan như Figo, Owen thình lình rơi vào vòng xoáy thay HLV tại Real Madrid; chủ quan như cá tính, cái tôi Stoichkov, Rivaldo càng trở nên lớn hơn kể từ khi nhận QBV; thuần túy không may như quả sút phạt đền của Scheva... Nhưng với đa số người hâm mộ, họ chấp nhận câu trả lời đơn giản nhất: CÓ ĐIềM RồI! NĂM 2005, AI Sẽ HạNH PHÚC NHậN QBV Để RồI TRở thành nạn nhân kế tiếp?",Thể thao
"Kylie Minogue hát phục vụ cho chủ tịch Chelsea Giáng sinh năm nay, nữ ca sĩ gợi cảm người Úc Kylie Minogue (ảnh) sẽ không được nghỉ ngơi bên gia đình. Nhưng cô không vì thế mà buồn. Nữ hoàng nhạc pop này được thuê biểu diễn tại tiệc Giáng sinh cho cộng đồng tài phiệt người Nga ở Moscow. Cát-xê mỗi bài không được tiết lộ, nhưng nghe đâu ca sĩ 36 tuổi này sẽ nhận được khoảng 800.000 USD chỉ với sự hiện diện của mình.
Khán thính giả đến xem Kylie biểu diễn lên đến 500 người, trong số này có chủ tịch Chelsea Roman Abramovich. Năm 2004 quả là năm đại cát đối với Kylie khi nhà làm lịch Danilo thông báo lịch 2005 của cô bán chạy nhất trong số lịch các người đẹp tại Anh quốc, vượt qua lịch của Robbie Williams, Britney Spears. Lịch của David Beckham chỉ xếp thứ 5, tuy nhiên, điều này cũng đem về cho ngôi sao bóng đá người Anh một số tiền kha khá vì rất nhiều thiếu nữ mua lịch chỉ vì mê nét đẹp của Beckham chứ không biết gì về bóng đá.",Thể thao
